"race_group","stationid","station_avg_st","station_avg_bt","station_catch"
"Arrowtooth flounder","132-55",8.8,6.1,23.8
"Arrowtooth flounder","132-56",7.125,4.725,28.54
"Arrowtooth flounder","132-57",7,4.4,6
"Arrowtooth flounder","132-64",7.5,4.7,34.886
"Arrowtooth flounder","132-65",7.2,3.8,72.28
"Arrowtooth flounder","132-67",5.9,4.35,8.29
"Arrowtooth flounder","132-68",5.7,4.1,11.78
"Arrowtooth flounder","132-69",8.55,4.45,850.5
"Arrowtooth flounder","132-71",9.7,5.2,197.1
"Arrowtooth flounder","132-74",7.5,4.9,134.6
"Arrowtooth flounder","132-75",5.6,3.8,58.5
"Arrowtooth flounder","132-77",8.4,4.7,227.53
"Arrowtooth flounder","132-79",8.7,4.9,0.184
"Arrowtooth flounder","132-81",8.4,4.9,308.71
"Arrowtooth flounder","132-82",7,4,218.29
"Arrowtooth flounder","132-83",7.4,4.8,605.62
"Arrowtooth flounder","132-84",9.4,5.1,7
"Arrowtooth flounder","132-85",9.4,5.6,459.262
"Arrowtooth flounder","133-53",8.2,4.3,10.98
"Arrowtooth flounder","133-55",6.4,4.1,175.948
"Arrowtooth flounder","133-62",7.8,4.5,13.52
"Arrowtooth flounder","133-63",9.2,3.7,0.136
"Arrowtooth flounder","133-64",7.03333333333333,4.26666666666667,165.7
"Arrowtooth flounder","133-67",9.3,6,120.795
"Arrowtooth flounder","133-70",6.6,4.9,3094.98
"Arrowtooth flounder","133-73",7.25,4.7,263.34
"Arrowtooth flounder","133-74",5.9,4.3,274.51
"Arrowtooth flounder","133-76",7.4,4.4,285.7
"Arrowtooth flounder","133-77",6.1,2.8,80.66
"Arrowtooth flounder","133-78",7.9,3.7,3.51
"Arrowtooth flounder","133-80",9.05,4.7,602.75
"Arrowtooth flounder","133-81",8.4,4.6,68.57
"Arrowtooth flounder","133-82",7.8,4.8,446.634
"Arrowtooth flounder","133-83",7.9,4.9,165.5
"Arrowtooth flounder","133-85",7.4,5.7,211.638
"Arrowtooth flounder","134-56",6.8,4.45,58.79
"Arrowtooth flounder","134-57",8.075,4.85,14.96
"Arrowtooth flounder","134-58",8.9,4.1,3.175
"Arrowtooth flounder","134-62",7.7,4.5,9.33
"Arrowtooth flounder","134-63",6.1,4.1,4.35
"Arrowtooth flounder","134-65",6.83333333333333,3.86666666666667,56.22
"Arrowtooth flounder","134-67",6.7,4,2.4
"Arrowtooth flounder","134-69",8.4,5.6,206.48
"Arrowtooth flounder","134-73",9.5,5.1,217.951
"Arrowtooth flounder","134-75",7.8,4.7,94.8
"Arrowtooth flounder","134-76",10.1,6.1,113.68
"Arrowtooth flounder","134-77",8,4.06666666666667,217.33
"Arrowtooth flounder","134-78",9,5.5,765.891
"Arrowtooth flounder","134-79",9,4.5,62.168
"Arrowtooth flounder","135-53",6.26666666666667,4.3,85.15
"Arrowtooth flounder","135-54",7.3,4.83333333333333,108.53
"Arrowtooth flounder","135-55",6.55,4.9,410.836
"Arrowtooth flounder","135-56",8.43333333333333,4,47.697
"Arrowtooth flounder","135-57",7.15,4.25,60.236
"Arrowtooth flounder","135-59",7.4,4.4,14.184
"Arrowtooth flounder","135-60",7.75,4.05,10.934
"Arrowtooth flounder","135-63",7,5.7,12.02
"Arrowtooth flounder","135-64",5.8,3.4,13.1
"Arrowtooth flounder","135-66",6.3,4.4,167.41
"Arrowtooth flounder","135-68",7.05,4.35,296.856
"Arrowtooth flounder","135-69",9.1,5.06666666666667,956.901
"Arrowtooth flounder","135-70",9.1,5.6,96.086
"Arrowtooth flounder","135-71",8.4,5.15,167.54
"Arrowtooth flounder","135-73",8.8,5,41.032
"Arrowtooth flounder","135-76",9.4,5.9,251.31
"Arrowtooth flounder","135-77",7.1,4.2,84.972
"Arrowtooth flounder","135-79",9.2,4.8,195.045
"Arrowtooth flounder","135-81",8,5.8,25.428
"Arrowtooth flounder","135-86",7.75,4.55,416.23
"Arrowtooth flounder","135-88",8.7,4.3,78.64
"Arrowtooth flounder","136-53",7.66666666666667,4.3,30.02
"Arrowtooth flounder","136-54",8.2,4.2,71.61
"Arrowtooth flounder","136-55",8.1,5.16666666666667,121.15
"Arrowtooth flounder","136-56",8.3,3.7,0.048
"Arrowtooth flounder","136-57",5.9,3.8,4.47
"Arrowtooth flounder","136-59",8.15,4.3,1.866
"Arrowtooth flounder","136-62",8.8,4.5,8.71
"Arrowtooth flounder","136-63",7.5,4.4,22.68
"Arrowtooth flounder","136-64",7.3,4.6,19.716
"Arrowtooth flounder","136-66",8,3.95,987.924
"Arrowtooth flounder","136-67",6.2,4.5,58.02
"Arrowtooth flounder","136-68",5.3,4.5,468.124
"Arrowtooth flounder","136-70",9.8,4.7,168.51
"Arrowtooth flounder","136-71",8.9,4.1,713.1
"Arrowtooth flounder","136-72",6.6,4.6,65.11
"Arrowtooth flounder","136-73",5,4.4,126.7
"Arrowtooth flounder","136-77",8.8,5.1,24
"Arrowtooth flounder","136-82",7.5,4.25,14
"Arrowtooth flounder","136-83",7.8,5.3,5.79
"Arrowtooth flounder","136-86",6.65,4.25,570.954
"Arrowtooth flounder","136-87",8.2,4.5,116.93
"Arrowtooth flounder","137-54",7.05,4.225,84.48
"Arrowtooth flounder","137-56",9.2,5.5,686.92
"Arrowtooth flounder","137-58",5.55,3.75,5.468
"Arrowtooth flounder","137-60",6.7,4.4,327.9
"Arrowtooth flounder","137-63",8.3,4.8,12.701
"Arrowtooth flounder","137-64",5.2,2.8,459.3
"Arrowtooth flounder","137-65",6.3,4.4,542.33
"Arrowtooth flounder","137-70",9.6,5,299.371
"Arrowtooth flounder","137-72",8.5,5.1,774.422
"Arrowtooth flounder","137-75",6.7,4.7,413.03
"Arrowtooth flounder","137-76",9,5,104.228
"Arrowtooth flounder","137-78",9.3,5.1,49.1
"Arrowtooth flounder","137-81",7.15,4.15,46.982
"Arrowtooth flounder","137-83",5,2.7,8.4
"Arrowtooth flounder","137-85",4.8,3.1,94.33
"Arrowtooth flounder","137-91",8.9,6.1,0.006
"Arrowtooth flounder","138-56",8.6,4.7,161.252
"Arrowtooth flounder","138-57",8.3,5.85,18.086
"Arrowtooth flounder","138-58",8.425,4.675,128.518
"Arrowtooth flounder","138-59",8.6,6,35.86
"Arrowtooth flounder","138-62",7.85,4.5,636.222
"Arrowtooth flounder","138-63",5,3,268.5
"Arrowtooth flounder","138-65",6.7,5.1,61.08
"Arrowtooth flounder","138-66",9.3,4.7,451.778
"Arrowtooth flounder","138-70",4.8,4.6,227.8
"Arrowtooth flounder","138-71",8.6,4.2,425.862
"Arrowtooth flounder","138-72",8.65,5.2,768.43
"Arrowtooth flounder","138-73",9.5,5.1,215.456
"Arrowtooth flounder","138-75",8.15,5.2,142.994
"Arrowtooth flounder","138-77",9.15,4.95,601.04
"Arrowtooth flounder","138-79",11.1,6.5,202.58
"Arrowtooth flounder","138-81",9.86666666666667,5.66666666666667,1459.837
"Arrowtooth flounder","138-83",8.9,5.6,100.12
"Arrowtooth flounder","138-85",9.4,5.6,87.997
"Arrowtooth flounder","138-86",7.13333333333333,4.9,1188.776
"Arrowtooth flounder","138-87",7.3,5.05,579.129
"Arrowtooth flounder","138-88",8.3,5.2,609.14
"Arrowtooth flounder","138-89",6.9,2.9,310.08
"Arrowtooth flounder","138-91",9,5.6,235.38
"Arrowtooth flounder","139-56",7.2,4.9,53.47
"Arrowtooth flounder","139-57",7.1,4.5,2.01
"Arrowtooth flounder","139-58",8.3,4.7,9.12
"Arrowtooth flounder","139-59",7.3,4.9,40.29
"Arrowtooth flounder","139-61",8.7,5,215.456
"Arrowtooth flounder","139-62",7.5,4.9,291.44
"Arrowtooth flounder","139-63",6.9,4.5,272.3
"Arrowtooth flounder","139-64",9.1,5.1,123.604
"Arrowtooth flounder","139-65",7.8,4.9,373.92
"Arrowtooth flounder","139-67",5,4.6,128.5
"Arrowtooth flounder","139-70",10.2,5.6,107.64
"Arrowtooth flounder","139-74",9.8,5,340.194
"Arrowtooth flounder","139-75",8.8,4.8,541.975
"Arrowtooth flounder","139-76",9.6,4,174.91
"Arrowtooth flounder","139-77",10.3,5.4,83.9
"Arrowtooth flounder","139-78",9,4.6,292.32
"Arrowtooth flounder","139-80",9.8,4.3,309.123
"Arrowtooth flounder","139-82",8.1,4.4,209.76
"Arrowtooth flounder","139-85",8.4,4.3,44.16
"Arrowtooth flounder","139-87",7.75,5.4,2391.186
"Arrowtooth flounder","14-10",5.4,4.7,9.08
"Arrowtooth flounder","14-12",5.4,5.1,6.123
"Arrowtooth flounder","14-14",5.35,4.3,76.49
"Arrowtooth flounder","140-56",8.8,4.4,83.007
"Arrowtooth flounder","140-57",7.8,5.2,67.2
"Arrowtooth flounder","140-58",8.8,5.02,168.686
"Arrowtooth flounder","140-61",8,4.9,183.212
"Arrowtooth flounder","140-62",8.7,4.9,568.528
"Arrowtooth flounder","140-64",8.95,5.1,264.807
"Arrowtooth flounder","140-69",8.7,5.2,43.782
"Arrowtooth flounder","140-71",8,5.35,748.9
"Arrowtooth flounder","140-72",8.8,5.4,161.6
"Arrowtooth flounder","140-74",5.5,4.4,25.8
"Arrowtooth flounder","140-76",8.25,4.85,193.466
"Arrowtooth flounder","140-78",8.9,4.5,177.534
"Arrowtooth flounder","140-79",9.1,4.7,44.584
"Arrowtooth flounder","140-80",7.8,4.85,325.77
"Arrowtooth flounder","140-83",8.15,4.85,1049.006
"Arrowtooth flounder","140-84",9,5.2,180.1
"Arrowtooth flounder","140-85",10,6.1,182.65
"Arrowtooth flounder","140-86",7.85,5.3,1135.044
"Arrowtooth flounder","140-87",7.05,5.25,811.66
"Arrowtooth flounder","141-56",8.9,4.3,85.126
"Arrowtooth flounder","141-57",8.45,4.75,38.24
"Arrowtooth flounder","141-58",9.5,5.3,39.009
"Arrowtooth flounder","141-59",7.36666666666667,4.7,55.378
"Arrowtooth flounder","141-67",6.45,4.85,302.23
"Arrowtooth flounder","141-71",8.9,4.2,129.98
"Arrowtooth flounder","141-72",8.45,5.1,369.786
"Arrowtooth flounder","141-76",8.55,5.2,85.732
"Arrowtooth flounder","141-77",10,4.5,124.738
"Arrowtooth flounder","141-78",8.15,4.8,252.5
"Arrowtooth flounder","141-80",9.7,5.1,189.9
"Arrowtooth flounder","141-81",8.8,5.2,172.27
"Arrowtooth flounder","141-82",7.1,4.1,78.626
"Arrowtooth flounder","141-86",6.9,4.65,357.76
"Arrowtooth flounder","141-89",8,6.3,65.091
"Arrowtooth flounder","141-90",7.7,6.1,80.85
"Arrowtooth flounder","141-91",7.7,6,122.82
"Arrowtooth flounder","141-93",6.3,4.4,25.2
"Arrowtooth flounder","141-95",9.7,7.2,59.647
"Arrowtooth flounder","141-96",7.1,5.6,42.12
"Arrowtooth flounder","141-98",6.1,5.4,0.696
"Arrowtooth flounder","142-56",7.2,3.8,6.26
"Arrowtooth flounder","142-57",9.8,4.1,8.96
"Arrowtooth flounder","142-58",7.625,4.5,128.93
"Arrowtooth flounder","142-59",8.36666666666667,4.86666666666667,46.5
"Arrowtooth flounder","142-60",6.4,5.3,44.3
"Arrowtooth flounder","142-64",8.2,4.8,103.74
"Arrowtooth flounder","142-65",7.1,5.2,26.86
"Arrowtooth flounder","142-66",5,4.7,80.72
"Arrowtooth flounder","142-68",7.4,5.1,54
"Arrowtooth flounder","142-69",7,5.2,28.56
"Arrowtooth flounder","142-74",7.2,4.6,96.922
"Arrowtooth flounder","142-78",7.5,4.7,67.8
"Arrowtooth flounder","142-79",9.6,4.6,212.95
"Arrowtooth flounder","142-80",9.4,4.3,313.38
"Arrowtooth flounder","142-81",8.9,5.9,294.48
"Arrowtooth flounder","142-82",5.7,4,122.27
"Arrowtooth flounder","142-88",7.2,5.2,942.742
"Arrowtooth flounder","142-89",6.725,5,208.557
"Arrowtooth flounder","142-93",7.73333333333333,5.66666666666667,298.094
"Arrowtooth flounder","142-95",7.4,5.4,23.18
"Arrowtooth flounder","142-97",8.2,5.4,247
"Arrowtooth flounder","143-58",6.9,4.6,75.09
"Arrowtooth flounder","143-60",6.23333333333333,5.1,399.255
"Arrowtooth flounder","143-61",9.1,5,161.025
"Arrowtooth flounder","143-62",6.4,5,10.56
"Arrowtooth flounder","143-63",6.7,5.5,161.2
"Arrowtooth flounder","143-65",7.13333333333333,4.9,258.358
"Arrowtooth flounder","143-67",8.5,5.4,379.2
"Arrowtooth flounder","143-68",8.85,5.3,568.04
"Arrowtooth flounder","143-70",11.6,6.3,48.29
"Arrowtooth flounder","143-71",8.8,4.4,162.83
"Arrowtooth flounder","143-72",7.9,4.95,282.474
"Arrowtooth flounder","143-74",9.2,4.9,58.832
"Arrowtooth flounder","143-75",9.3,4.9,56.14
"Arrowtooth flounder","143-76",9.3,4.95,515.39
"Arrowtooth flounder","143-78",7.2,4.7,210.83
"Arrowtooth flounder","143-79",7.5,4.3,8.64
"Arrowtooth flounder","143-81",10.25,5.45,604.16
"Arrowtooth flounder","143-82",9.1,5,254.692
"Arrowtooth flounder","143-84",5.7,3.7,194.8
"Arrowtooth flounder","143-85",5.5,3.1,73.46
"Arrowtooth flounder","143-86",7.8,4.75,375.448
"Arrowtooth flounder","143-88",6.4,4.1,149.47
"Arrowtooth flounder","143-89",7.53333333333333,5.06666666666667,401.498
"Arrowtooth flounder","143-92",6.1,5.1,3.2
"Arrowtooth flounder","143-94",9.45,5.85,1479.022
"Arrowtooth flounder","144-58",8.2,4.94,516.596
"Arrowtooth flounder","144-61",9.4,5.8,35.7
"Arrowtooth flounder","144-62",8.3,5.1,815.734
"Arrowtooth flounder","144-63",6.26666666666667,4.46666666666667,86.8
"Arrowtooth flounder","144-65",7.4,4.7,661.354
"Arrowtooth flounder","144-66",7.55,5.35,339.98
"Arrowtooth flounder","144-71",7.4,4.7,36.66
"Arrowtooth flounder","144-74",11.8,6.1,164.036
"Arrowtooth flounder","144-76",5.7,4.4,119.142
"Arrowtooth flounder","144-84",10.5,6.5,131.88
"Arrowtooth flounder","144-85",7,3.9,125.21
"Arrowtooth flounder","144-89",6.6,4.4,10.35
"Arrowtooth flounder","144-91",5.5,5.2,33.993
"Arrowtooth flounder","144-97",7.3,4.2,96.412
"Arrowtooth flounder","145-57",10.2,4.4,2.758
"Arrowtooth flounder","145-58",8.5,4.26666666666667,42.518
"Arrowtooth flounder","145-59",9.3,5.5,6.83
"Arrowtooth flounder","145-61",8.7,6.1,6.55
"Arrowtooth flounder","145-62",8.3,5.3,32.346
"Arrowtooth flounder","145-63",7.2,4.4,0.124
"Arrowtooth flounder","145-64",6.3,4.8,0.96
"Arrowtooth flounder","145-68",7.3,4.6,5.92
"Arrowtooth flounder","145-71",10.1,5,0.091
"Arrowtooth flounder","145-72",7.95,5.45,1057.662
"Arrowtooth flounder","145-75",9.9,5.9,142.73
"Arrowtooth flounder","145-76",8.1,4.85,367.222
"Arrowtooth flounder","145-78",9.6,5,356.297
"Arrowtooth flounder","145-82",9.6,5.4,169.417
"Arrowtooth flounder","145-83",7.8,4.95,2749.074
"Arrowtooth flounder","145-87",7.9,4.36666666666667,7.256
"Arrowtooth flounder","145-93",7.8,5.1,250.1
"Arrowtooth flounder","145-97",9.4,5.1,43.24
"Arrowtooth flounder","145-98",9.6,5.5,424.653
"Arrowtooth flounder","146-58",5,4.3,15.8
"Arrowtooth flounder","146-59",8.3,5.3,318
"Arrowtooth flounder","146-60",8.325,5.2,94.266
"Arrowtooth flounder","146-61",7.1,5.1,13.25
"Arrowtooth flounder","146-62",8.7,5.9,81.2
"Arrowtooth flounder","146-70",8.85,5.75,1.28
"Arrowtooth flounder","146-71",9,5.8,7.53
"Arrowtooth flounder","146-72",7.2,5.3,3.3
"Arrowtooth flounder","146-74",7,4.3,326.66
"Arrowtooth flounder","146-78",8.7,5.9,416.8
"Arrowtooth flounder","146-83",6.2,3.9,191.426
"Arrowtooth flounder","146-87",6.4,3.9,76.72
"Arrowtooth flounder","146-88",8.7,6.4,165.88
"Arrowtooth flounder","146-97",6,3.1,1569.716
"Arrowtooth flounder","147-59",7.86666666666667,4.53333333333333,153.145
"Arrowtooth flounder","147-60",7.35,5.05,87.68
"Arrowtooth flounder","147-61",5.55,4.4,87.66
"Arrowtooth flounder","147-62",8.05,5.35,69.29
"Arrowtooth flounder","147-66",9.3,6.6,0.894
"Arrowtooth flounder","147-71",9.1,5.8,13.69
"Arrowtooth flounder","147-73",7.2,5.1,7.25
"Arrowtooth flounder","147-77",9.5,5.3,666.554
"Arrowtooth flounder","147-80",8.8,5.8,138.88
"Arrowtooth flounder","147-85",8.5,4.7,67.24
"Arrowtooth flounder","147-88",9.85,4.6,281.421
"Arrowtooth flounder","147-89",6.1,4.1,117.571
"Arrowtooth flounder","147-90",6.5,4.5,56.7
"Arrowtooth flounder","147-93",6.3,4.2,192.068
"Arrowtooth flounder","147-94",6.35,4.65,84.028
"Arrowtooth flounder","147-98",8.6,4.5,240.75
"Arrowtooth flounder","148-101",5,4.1,39
"Arrowtooth flounder","148-102",9.7,7.7,0.907
"Arrowtooth flounder","148-103",8.9,7.25,157.85
"Arrowtooth flounder","148-61",7.45,5.25,151.5
"Arrowtooth flounder","148-62",8.46,5.4,2518.052
"Arrowtooth flounder","148-63",9.5,5.6,27.29
"Arrowtooth flounder","148-67",7.3,5.6,3
"Arrowtooth flounder","148-71",9.76666666666667,5.96666666666667,40.71
"Arrowtooth flounder","148-75",11.5,6.4,10.33
"Arrowtooth flounder","148-76",8.8,5,29.934
"Arrowtooth flounder","148-77",8.5,4.7,225.824
"Arrowtooth flounder","148-80",6.3,3.75,297.418
"Arrowtooth flounder","148-81",9.2,5.7,307.08
"Arrowtooth flounder","148-82",11.5,4.2,1405.592
"Arrowtooth flounder","148-83",7.3,4.6,228.72
"Arrowtooth flounder","148-84",10.1,6.2,2511.269
"Arrowtooth flounder","148-85",10.7,6.4,356.32
"Arrowtooth flounder","148-88",4.5,2.6,468.2
"Arrowtooth flounder","148-90",8.9,5.1,31.6
"Arrowtooth flounder","148-91",6.65,3.55,691.66
"Arrowtooth flounder","148-97",9.2,5.4,246.301
"Arrowtooth flounder","148-99",7,5.68,152.934
"Arrowtooth flounder","149-101",4.9,3.9,133.9
"Arrowtooth flounder","149-61",7.98,4.6,203.84
"Arrowtooth flounder","149-70",8.9,5.7,0.104
"Arrowtooth flounder","149-71",7.8,5.35,3.88
"Arrowtooth flounder","149-73",8.83333333333333,5.3,68.57
"Arrowtooth flounder","149-75",9.3,5.25,38.94
"Arrowtooth flounder","149-76",9.3,4.4,0.302
"Arrowtooth flounder","149-77",10.4,4.3,191.189
"Arrowtooth flounder","149-81",10,4.5,564.8
"Arrowtooth flounder","149-82",9.45,4.9,1126.195
"Arrowtooth flounder","149-84",9.6,6,650.5
"Arrowtooth flounder","149-86",9,4.7,1340.465
"Arrowtooth flounder","149-87",6.8,4.2,0.11
"Arrowtooth flounder","149-88",9,5.7,17.42
"Arrowtooth flounder","149-89",6.8,4.5,65.03
"Arrowtooth flounder","149-90",7.2,3.1,40.59
"Arrowtooth flounder","149-96",8.9,5.8,25.564
"Arrowtooth flounder","149-97",9.16666666666667,5.83333333333333,1275.051
"Arrowtooth flounder","15-10",5.4,3.8,16.59
"Arrowtooth flounder","15-13",6.675,5.55,174.045
"Arrowtooth flounder","150-101",5,3.9,310.7
"Arrowtooth flounder","150-60",9.1,3.9,2.06
"Arrowtooth flounder","150-61",7.56666666666667,4.6,50.02
"Arrowtooth flounder","150-62",7.66666666666667,5.3,104.32
"Arrowtooth flounder","150-70",6.5,4.9,3.48
"Arrowtooth flounder","150-71",8.46666666666667,5.2,9.466
"Arrowtooth flounder","150-74",7.5,5.3,19.004
"Arrowtooth flounder","150-77",7.7,4.86666666666667,111.774
"Arrowtooth flounder","150-79",12.2,6.1,96.04
"Arrowtooth flounder","150-80",9.4,4.4,710.202
"Arrowtooth flounder","150-87",6.6,4.1,24.82
"Arrowtooth flounder","150-89",6.1,4.2,92.1
"Arrowtooth flounder","150-92",6,4.7,168.8
"Arrowtooth flounder","150-93",9,4.3,48.71
"Arrowtooth flounder","150-94",9.1,5.8,252.878
"Arrowtooth flounder","150-99",8.6,5.9,141.57
"Arrowtooth flounder","151-101",7.1,6.55,8.936
"Arrowtooth flounder","151-104",9.7,7.6,47.22
"Arrowtooth flounder","151-105",7.5,5.2,39.1
"Arrowtooth flounder","151-61",7.7,4.2,66.228
"Arrowtooth flounder","151-62",7.3,4.7,157.47
"Arrowtooth flounder","151-63",9.5,5.5,125
"Arrowtooth flounder","151-72",9,5.5,14.26
"Arrowtooth flounder","151-75",7.73333333333333,4.66666666666667,43.156
"Arrowtooth flounder","151-76",8.2,4.6,87.46
"Arrowtooth flounder","151-79",8.1,4.7,23.96
"Arrowtooth flounder","151-80",9.5,5.8,14.061
"Arrowtooth flounder","151-81",12.2,6.2,447.3
"Arrowtooth flounder","151-83",7.25,4.7,1067.29
"Arrowtooth flounder","151-84",9.5,5.3,886.61
"Arrowtooth flounder","151-85",7.1,4.5,476.86
"Arrowtooth flounder","151-86",9.2,4.4,600.2
"Arrowtooth flounder","151-87",9.1,4.3,21.9
"Arrowtooth flounder","151-88",10.4,5.5,340.157
"Arrowtooth flounder","151-95",7.2,4.3,141.42
"Arrowtooth flounder","152-103",7.23333333333333,5.63333333333333,102.27
"Arrowtooth flounder","152-104",9.7,7.36666666666667,366.524
"Arrowtooth flounder","152-61",7.8,4.1,7.55
"Arrowtooth flounder","152-62",8.4,5.35,31.17
"Arrowtooth flounder","152-63",8.45,5.325,520.63
"Arrowtooth flounder","152-64",8.6,5.55,219.01
"Arrowtooth flounder","152-70",8.61666666666667,5.93333333333333,19.791
"Arrowtooth flounder","152-71",9.4,5.5,20.74
"Arrowtooth flounder","152-72",9.3,5.2,6.846
"Arrowtooth flounder","152-73",10,5.9,4.91
"Arrowtooth flounder","152-74",6.5,5.2,2.08
"Arrowtooth flounder","152-75",9.1,5,6.79
"Arrowtooth flounder","152-81",5.8,3.8,71
"Arrowtooth flounder","152-84",8.5,4.7,33.6
"Arrowtooth flounder","152-86",9,4.8,1.164
"Arrowtooth flounder","152-87",8.7,6,78.88
"Arrowtooth flounder","152-88",9.2,4.3,245.98
"Arrowtooth flounder","152-90",9.2,6,57.208
"Arrowtooth flounder","152-91",4.9,2.5,26.3
"Arrowtooth flounder","152-94",8,3.7,287.774
"Arrowtooth flounder","152-95",8.2,5.13333333333333,811.641
"Arrowtooth flounder","152-98",8.6,5.6,126.09
"Arrowtooth flounder","152-99",7.16,4.68,655.832
"Arrowtooth flounder","153-102",4.8,4.7,6
"Arrowtooth flounder","153-103",9.9,7.8,83.79
"Arrowtooth flounder","153-62",9,4.4,28.56
"Arrowtooth flounder","153-64",7.5,5.125,260.955
"Arrowtooth flounder","153-65",7.8,5.6,33.23
"Arrowtooth flounder","153-68",8.03333333333333,5.23333333333333,13.768
"Arrowtooth flounder","153-69",8.9,6,9.44
"Arrowtooth flounder","153-70",7.55,5.55,7.22
"Arrowtooth flounder","153-71",7.8,6.05,83.642
"Arrowtooth flounder","153-72",7.8,5.7,0.288
"Arrowtooth flounder","153-75",5.6,4.1,4.8
"Arrowtooth flounder","153-76",7.8,4.9,6.03
"Arrowtooth flounder","153-80",9.1,6.55,195.1
"Arrowtooth flounder","153-81",9,6.7,185.16
"Arrowtooth flounder","153-83",8,4.8,292.81
"Arrowtooth flounder","153-85",8.5,6.5,6.62
"Arrowtooth flounder","153-86",4.5,3.1,560.9
"Arrowtooth flounder","153-88",7.3,3.9,168.08
"Arrowtooth flounder","153-92",8,3.9,32.48
"Arrowtooth flounder","153-93",9.2,5.5,213.188
"Arrowtooth flounder","153-98",8.6,5.3,642.846
"Arrowtooth flounder","154-103",6.5,5.55,158.05
"Arrowtooth flounder","154-105",9.5,7.9,103
"Arrowtooth flounder","154-63",9.2,4,2.06
"Arrowtooth flounder","154-64",7.3,4.75,67.33
"Arrowtooth flounder","154-65",8.73333333333333,5.23333333333333,1396.733
"Arrowtooth flounder","154-66",9.6,5.9,72.39
"Arrowtooth flounder","154-68",7.2,5.1,442.5
"Arrowtooth flounder","154-69",9.3,6.4,11.93
"Arrowtooth flounder","154-70",7.6,4.75,22.52
"Arrowtooth flounder","154-71",9.1,6,0.59
"Arrowtooth flounder","154-72",8.06666666666667,5.26666666666667,5.106
"Arrowtooth flounder","154-75",6.93333333333333,4.76666666666667,11.29
"Arrowtooth flounder","154-76",7.1,4.6,10.95
"Arrowtooth flounder","154-79",7.9,4.8,29.34
"Arrowtooth flounder","154-81",8.65,5.4,122.9
"Arrowtooth flounder","154-84",9.2,5.4,476.56
"Arrowtooth flounder","154-85",10.6,6.3,104.62
"Arrowtooth flounder","154-93",5.6,2.9,13.1
"Arrowtooth flounder","154-97",6.5,5.1,625.28
"Arrowtooth flounder","155-102",8.9,6.1,128.06
"Arrowtooth flounder","155-104",6.5,5.8,6.68
"Arrowtooth flounder","155-66",8.65,4.95,22.54
"Arrowtooth flounder","155-67",7.13333333333333,5.06666666666667,354.214
"Arrowtooth flounder","155-68",7.6,5.25,303.55
"Arrowtooth flounder","155-69",8.3,6.2,109.6
"Arrowtooth flounder","155-71",8.25,4.9,48.99
"Arrowtooth flounder","155-72",7.5,5,2.25
"Arrowtooth flounder","155-77",7.7,4.65,8.468
"Arrowtooth flounder","155-78",8.7,4.86666666666667,54.882
"Arrowtooth flounder","155-79",5.5,3.8,8.3
"Arrowtooth flounder","155-80",10.5,6.6,33.86
